serial No,Korean,Math,English,Social Studies,Science,University,Tutoring Period,University_rank,chance of admit
123,79,89,85,75,79,Pohang University of Science and Technology,1,15,0.54
227,60,60,64,82,90,Pohang University of Science and Technology,2,15,0.69
282,71,72,66,74,75,Pohang University of Science and Technology,2,15,0.69
376,63,62,60,61,68,Pohang University of Science and Technology,1,15,0.3399999999999999
405,79,87,69,94,61,Pohang University of Science and Technology,4,15,0.2899999999999999
469,79,97,87,78,70,Pohang University of Science and Technology,3,15,1.0
479,100,100,99,82,82,Pohang University of Science and Technology,1,15,0.6399999999999999
66,63,65,94,88,78,Pohang University of Science and Technology,1,15,0.4399999999999999
118,68,92,75,86,84,Pohang University of Science and Technology,3,15,1.0
123,79,89,85,75,79,Pohang University of Science and Technology,1,15,0.54
227,60,60,64,82,90,Pohang University of Science and Technology,2,15,0.69
282,71,72,66,74,75,Pohang University of Science and Technology,2,15,0.69
376,63,62,60,61,68,Pohang University of Science and Technology,1,15,0.3399999999999999
405,79,87,69,94,61,Pohang University of Science and Technology,4,15,0.2899999999999999
469,79,97,87,78,70,Pohang University of Science and Technology,3,15,1.0
479,100,100,99,82,82,Pohang University of Science and Technology,1,15,0.6399999999999999
66,63,65,94,88,78,Pohang University of Science and Technology,1,15,0.4399999999999999
118,68,92,75,86,84,Pohang University of Science and Technology,3,15,1.0
123,79,89,85,75,79,Pohang University of Science and Technology,1,15,0.54
227,60,60,64,82,90,Pohang University of Science and Technology,2,15,0.69
282,71,72,66,74,75,Pohang University of Science and Technology,2,15,0.69
376,63,62,60,61,68,Pohang University of Science and Technology,1,15,0.3399999999999999
405,79,87,69,94,61,Pohang University of Science and Technology,4,15,0.2899999999999999
469,79,97,87,78,70,Pohang University of Science and Technology,3,15,1.0
479,100,100,99,82,82,Pohang University of Science and Technology,1,15,0.6399999999999999
66,63,65,94,88,78,Pohang University of Science and Technology,1,15,0.4399999999999999
118,68,92,75,86,84,Pohang University of Science and Technology,3,15,1.0
123,79,89,85,75,79,Pohang University of Science and Technology,1,15,0.54
227,60,60,64,82,90,Pohang University of Science and Technology,2,15,0.69
282,71,72,66,74,75,Pohang University of Science and Technology,2,15,0.69
376,63,62,60,61,68,Pohang University of Science and Technology,1,15,0.3399999999999999
405,79,87,69,94,61,Pohang University of Science and Technology,4,15,0.2899999999999999
469,79,97,87,78,70,Pohang University of Science and Technology,3,15,1.0
479,100,100,99,82,82,Pohang University of Science and Technology,1,15,0.6399999999999999
66,63,65,94,88,78,Pohang University of Science and Technology,1,15,0.4399999999999999
118,68,92,75,86,84,Pohang University of Science and Technology,3,15,1.0
123,79,89,85,75,79,Pohang University of Science and Technology,1,15,0.54
227,60,60,64,82,90,Pohang University of Science and Technology,2,15,0.69
282,71,72,66,74,75,Pohang University of Science and Technology,2,15,0.69
376,63,62,60,61,68,Pohang University of Science and Technology,1,15,0.3399999999999999
405,79,87,69,94,61,Pohang University of Science and Technology,4,15,0.2899999999999999
469,79,97,87,78,70,Pohang University of Science and Technology,3,15,1.0
479,100,100,99,82,82,Pohang University of Science and Technology,1,15,0.6399999999999999
66,63,65,94,88,78,Pohang University of Science and Technology,1,15,0.4399999999999999
118,68,92,75,86,84,Pohang University of Science and Technology,3,15,1.0
123,79,89,85,75,79,Pohang University of Science and Technology,1,15,0.54
227,60,60,64,82,90,Pohang University of Science and Technology,2,15,0.69
282,71,72,66,74,75,Pohang University of Science and Technology,2,15,0.69
376,63,62,60,61,68,Pohang University of Science and Technology,1,15,0.3399999999999999
405,79,87,69,94,61,Pohang University of Science and Technology,4,15,0.2899999999999999
469,79,97,87,78,70,Pohang University of Science and Technology,3,15,1.0
479,100,100,99,82,82,Pohang University of Science and Technology,1,15,0.6399999999999999
66,63,65,94,88,78,Pohang University of Science and Technology,1,15,0.4399999999999999
118,68,92,75,86,84,Pohang University of Science and Technology,3,15,1.0
123,79,89,85,75,79,Pohang University of Science and Technology,1,15,0.54
227,60,60,64,82,90,Pohang University of Science and Technology,2,15,0.69
282,71,72,66,74,75,Pohang University of Science and Technology,2,15,0.69
376,63,62,60,61,68,Pohang University of Science and Technology,1,15,0.3399999999999999
405,79,87,69,94,61,Pohang University of Science and Technology,4,15,0.2899999999999999
469,79,97,87,78,70,Pohang University of Science and Technology,3,15,1.0
479,100,100,99,82,82,Pohang University of Science and Technology,1,15,0.6399999999999999
66,63,65,94,88,78,Pohang University of Science and Technology,1,15,0.4399999999999999
118,68,92,75,86,84,Pohang University of Science and Technology,3,15,1.0
123,79,89,85,75,79,Pohang University of Science and Technology,1,15,0.54
227,60,60,64,82,90,Pohang University of Science and Technology,2,15,0.69
282,71,72,66,74,75,Pohang University of Science and Technology,2,15,0.69
376,63,62,60,61,68,Pohang University of Science and Technology,1,15,0.3399999999999999
405,79,87,69,94,61,Pohang University of Science and Technology,4,15,0.2899999999999999
469,79,97,87,78,70,Pohang University of Science and Technology,3,15,1.0
479,100,100,99,82,82,Pohang University of Science and Technology,1,15,0.6399999999999999
66,63,65,94,88,78,Pohang University of Science and Technology,1,15,0.4399999999999999
118,68,92,75,86,84,Pohang University of Science and Technology,3,15,1.0
123,79,89,85,75,79,Pohang University of Science and Technology,1,15,0.54
227,60,60,64,82,90,Pohang University of Science and Technology,2,15,0.69
282,71,72,66,74,75,Pohang University of Science and Technology,2,15,0.69
376,63,62,60,61,68,Pohang University of Science and Technology,1,15,0.3399999999999999
405,79,87,69,94,61,Pohang University of Science and Technology,4,15,0.2899999999999999
469,79,97,87,78,70,Pohang University of Science and Technology,3,15,1.0
479,100,100,99,82,82,Pohang University of Science and Technology,1,15,0.6399999999999999
66,63,65,94,88,78,Pohang University of Science and Technology,1,15,0.4399999999999999
118,68,92,75,86,84,Pohang University of Science and Technology,3,15,1.0
123,79,89,85,75,79,Pohang University of Science and Technology,1,15,0.54
227,60,60,64,82,90,Pohang University of Science and Technology,2,15,0.69
282,71,72,66,74,75,Pohang University of Science and Technology,2,15,0.69
376,63,62,60,61,68,Pohang University of Science and Technology,1,15,0.3399999999999999
405,79,87,69,94,61,Pohang University of Science and Technology,4,15,0.2899999999999999
469,79,97,87,78,70,Pohang University of Science and Technology,3,15,1.0
479,100,100,99,82,82,Pohang University of Science and Technology,1,15,0.6399999999999999
123,67,61,63,59,65,Pohang University of Science and Technology,1,15,0.12728345262850393
66,52,36,70,60,68,Pohang University of Science and Technology,1,15,0.04359654089638304
469,59,77,74,55,49,Pohang University of Science and Technology,3,15,0.868085208717146
376,45,45,45,44,46,Pohang University of Science and Technology,1,15,0.0
376,44,36,40,40,46,Pohang University of Science and Technology,1,15,0.0
405,63,68,51,75,47,Pohang University of Science and Technology,4,15,0.07771225214321792
66,43,51,80,61,53,Pohang University of Science and Technology,1,15,0.0008726733399254116
376,50,35,50,51,40,Pohang University of Science and Technology,1,15,0.14271524851349718
479,76,82,76,63,56,Pohang University of Science and Technology,1,15,0.36257143746319626
118,55,64,57,64,61,Pohang University of Science and Technology,3,15,0.6122597094422196
479,77,83,88,66,54,Pohang University of Science and Technology,1,15,0.20871594800723292
282,48,44,47,46,59,Pohang University of Science and Technology,2,15,0.551782213633858
376,49,42,40,41,57,Pohang University of Science and Technology,1,15,0.04640954977550332
123,55,64,70,46,54,Pohang University of Science and Technology,1,15,0.23894006247344657
479,73,73,89,65,65,Pohang University of Science and Technology,1,15,0.1977761468391933
405,63,74,46,69,38,Pohang University of Science and Technology,4,15,0.0
376,41,41,42,50,44,Pohang University of Science and Technology,1,15,0.15008327465377752
282,60,59,48,57,61,Pohang University of Science and Technology,2,15,0.32274209474667037
376,51,35,50,34,42,Pohang University of Science and Technology,1,15,0.0
282,46,59,41,46,50,Pohang University of Science and Technology,2,15,0.578369771698725
227,44,36,43,65,68,Pohang University of Science and Technology,2,15,0.2918869456633574
469,55,85,58,50,51,Pohang University of Science and Technology,3,15,0.6830886959201804
123,64,60,59,52,57,Pohang University of Science and Technology,1,15,0.09897633529201488
227,48,35,45,65,80,Pohang University of Science and Technology,2,15,0.45301668488123725
405,54,75,42,75,32,Pohang University of Science and Technology,4,15,0.0
479,87,76,79,59,60,Pohang University of Science and Technology,1,15,0.2494005492393364
405,60,75,54,84,39,Pohang University of Science and Technology,4,15,0.0
479,84,81,77,65,58,Pohang University of Science and Technology,1,15,0.17818789411208302
227,48,32,38,72,75,Pohang University of Science and Technology,2,15,0.26392602850848756
66,37,41,65,65,65,Pohang University of Science and Technology,1,15,0.2805859351834349
282,58,44,45,64,55,Pohang University of Science and Technology,2,15,0.48264811608818925
123,69,65,66,57,63,Pohang University of Science and Technology,1,15,0.14749349603338158
405,56,69,57,70,40,Pohang University of Science and Technology,4,15,0.01373940857970879
479,89,79,71,57,60,Pohang University of Science and Technology,1,15,0.16003336921369227
227,45,33,39,58,79,Pohang University of Science and Technology,2,15,0.4278100926471461
376,34,48,34,33,49,Pohang University of Science and Technology,1,15,0.0
282,61,57,50,61,58,Pohang University of Science and Technology,2,15,0.4099084994089405
14,72,73,94,86,93,GIST,3,0,1.0
121,84,86,73,80,68,GIST,2,0,0.69
182,86,75,81,69,67,GIST,3,0,0.94
231,82,96,87,79,95,GIST,1,0,0.54
306,89,63,99,72,98,GIST,3,0,1.0
332,77,64,61,88,95,GIST,4,0,0.2899999999999999
452,82,67,93,67,89,GIST,2,0,0.69
453,69,81,100,60,96,GIST,4,0,0.39
14,72,73,94,86,93,GIST,3,0,1.0
121,84,86,73,80,68,GIST,2,0,0.69
182,86,75,81,69,67,GIST,3,0,0.94
231,82,96,87,79,95,GIST,1,0,0.54
306,89,63,99,72,98,GIST,3,0,1.0
332,77,64,61,88,95,GIST,4,0,0.2899999999999999
452,82,67,93,67,89,GIST,2,0,0.69
453,69,81,100,60,96,GIST,4,0,0.39
14,72,73,94,86,93,GIST,3,0,1.0
121,84,86,73,80,68,GIST,2,0,0.69
182,86,75,81,69,67,GIST,3,0,0.94
231,82,96,87,79,95,GIST,1,0,0.54
306,89,63,99,72,98,GIST,3,0,1.0
332,77,64,61,88,95,GIST,4,0,0.2899999999999999
452,82,67,93,67,89,GIST,2,0,0.69
453,69,81,100,60,96,GIST,4,0,0.39
14,72,73,94,86,93,GIST,3,0,1.0
121,84,86,73,80,68,GIST,2,0,0.69
182,86,75,81,69,67,GIST,3,0,0.94
231,82,96,87,79,95,GIST,1,0,0.54
306,89,63,99,72,98,GIST,3,0,1.0
332,77,64,61,88,95,GIST,4,0,0.2899999999999999
452,82,67,93,67,89,GIST,2,0,0.69
453,69,81,100,60,96,GIST,4,0,0.39
14,72,73,94,86,93,GIST,3,0,1.0
121,84,86,73,80,68,GIST,2,0,0.69
182,86,75,81,69,67,GIST,3,0,0.94
231,82,96,87,79,95,GIST,1,0,0.54
306,89,63,99,72,98,GIST,3,0,1.0
332,77,64,61,88,95,GIST,4,0,0.2899999999999999
452,82,67,93,67,89,GIST,2,0,0.69
453,69,81,100,60,96,GIST,4,0,0.39
14,72,73,94,86,93,GIST,3,0,1.0
121,84,86,73,80,68,GIST,2,0,0.69
182,86,75,81,69,67,GIST,3,0,0.94
231,82,96,87,79,95,GIST,1,0,0.54
306,89,63,99,72,98,GIST,3,0,1.0
332,77,64,61,88,95,GIST,4,0,0.2899999999999999
452,82,67,93,67,89,GIST,2,0,0.69
453,69,81,100,60,96,GIST,4,0,0.39
14,72,73,94,86,93,GIST,3,0,1.0
121,84,86,73,80,68,GIST,2,0,0.69
182,86,75,81,69,67,GIST,3,0,0.94
231,82,96,87,79,95,GIST,1,0,0.54
306,89,63,99,72,98,GIST,3,0,1.0
332,77,64,61,88,95,GIST,4,0,0.2899999999999999
452,82,67,93,67,89,GIST,2,0,0.69
453,69,81,100,60,96,GIST,4,0,0.39
14,72,73,94,86,93,GIST,3,0,1.0
121,84,86,73,80,68,GIST,2,0,0.69
182,86,75,81,69,67,GIST,3,0,0.94
231,82,96,87,79,95,GIST,1,0,0.54
306,89,63,99,72,98,GIST,3,0,1.0
332,77,64,61,88,95,GIST,4,0,0.2899999999999999
452,82,67,93,67,89,GIST,2,0,0.69
453,69,81,100,60,96,GIST,4,0,0.39
14,72,73,94,86,93,GIST,3,0,1.0
121,84,86,73,80,68,GIST,2,0,0.69
182,86,75,81,69,67,GIST,3,0,0.94
231,82,96,87,79,95,GIST,1,0,0.54
306,89,63,99,72,98,GIST,3,0,1.0
332,77,64,61,88,95,GIST,4,0,0.2899999999999999
452,82,67,93,67,89,GIST,2,0,0.69
453,69,81,100,60,96,GIST,4,0,0.39
14,72,73,94,86,93,GIST,3,0,1.0
121,84,86,73,80,68,GIST,2,0,0.69
182,86,75,81,69,67,GIST,3,0,0.94
231,82,96,87,79,95,GIST,1,0,0.54
306,89,63,99,72,98,GIST,3,0,1.0
332,77,64,61,88,95,GIST,4,0,0.2899999999999999
452,82,67,93,67,89,GIST,2,0,0.69
453,69,81,100,60,96,GIST,4,0,0.39
182,73,61,71,42,48,GIST,3,0,0.509597439282378
231,54,78,72,58,74,GIST,1,0,0.3679602096056016
453,50,59,84,41,79,GIST,4,0,0.10646496267941608
332,55,44,41,73,73,GIST,4,0,0.0892608415468975
452,56,47,66,52,63,GIST,2,0,0.4314815008624039
14,52,54,82,70,83,GIST,3,0,0.7577302067473042
452,55,51,77,45,72,GIST,2,0,0.5332516859890195
231,56,72,66,51,80,GIST,1,0,0.24270573546516067
306,74,34,73,51,72,GIST,3,0,0.7301223246731974
306,75,40,85,59,87,GIST,3,0,0.8254074604969943
332,66,35,46,64,68,GIST,4,0,0.11489002116334968
452,72,44,69,57,73,GIST,2,0,0.5497199022867613
453,57,67,84,39,72,GIST,4,0,0.0
231,54,73,71,69,66,GIST,1,0,0.1770737171921999
121,69,64,56,63,39,GIST,2,0,0.5379876253664392
453,54,63,78,47,79,GIST,4,0,0.0
231,72,71,58,63,76,GIST,1,0,0.19295888452126975
453,53,65,85,43,85,GIST,4,0,0.0
14,43,53,68,67,71,GIST,3,0,0.7467506576411962
121,74,74,45,51,54,GIST,2,0,0.26729511064041234
453,47,71,88,37,85,GIST,4,0,0.08039371787227867
306,74,39,76,44,80,GIST,3,0,0.5836192038772401
332,49,52,43,66,66,GIST,4,0,0.0
231,58,78,59,53,73,GIST,1,0,0.17006174451772937
121,59,75,63,64,58,GIST,2,0,0.20688490339788734
231,71,83,58,57,66,GIST,1,0,0.4326262130650554
121,64,70,60,53,48,GIST,2,0,0.5794423252030118
231,68,74,60,67,76,GIST,1,0,0.2398070905497549
182,64,59,52,41,49,GIST,3,0,0.754834550964177
332,62,36,42,67,81,GIST,4,0,0.0
182,58,50,52,49,53,GIST,3,0,0.73099167470761
231,56,68,61,51,70,GIST,1,0,0.17336585540505922
14,46,63,84,58,74,GIST,3,0,0.7685168878012717
121,61,62,56,52,50,GIST,2,0,0.3817405370842739
306,77,37,87,45,84,GIST,3,0,0.6800109661368721
332,58,36,47,71,77,GIST,4,0,0.08104830974261526
332,54,43,50,73,66,GIST,4,0,0.0
453,49,60,85,40,79,GIST,4,0,0.2643680590366897
82,88,91,79,99,85,Postech,3,0,1.0
140,94,87,88,76,83,Postech,1,0,0.54
151,84,72,78,81,84,Postech,1,0,0.4399999999999999
179,60,87,69,90,80,Postech,1,0,0.4399999999999999
283,68,62,94,64,96,Postech,2,0,0.69
316,85,64,67,100,67,Postech,2,0,0.69
389,83,62,79,84,67,Postech,1,0,0.4399999999999999
82,88,91,79,99,85,Postech,3,0,1.0
140,94,87,88,76,83,Postech,1,0,0.54
151,84,72,78,81,84,Postech,1,0,0.4399999999999999
179,60,87,69,90,80,Postech,1,0,0.4399999999999999
283,68,62,94,64,96,Postech,2,0,0.69
316,85,64,67,100,67,Postech,2,0,0.69
389,83,62,79,84,67,Postech,1,0,0.4399999999999999
82,88,91,79,99,85,Postech,3,0,1.0
140,94,87,88,76,83,Postech,1,0,0.54
151,84,72,78,81,84,Postech,1,0,0.4399999999999999
179,60,87,69,90,80,Postech,1,0,0.4399999999999999
283,68,62,94,64,96,Postech,2,0,0.69
316,85,64,67,100,67,Postech,2,0,0.69
389,83,62,79,84,67,Postech,1,0,0.4399999999999999
82,88,91,79,99,85,Postech,3,0,1.0
140,94,87,88,76,83,Postech,1,0,0.54
151,84,72,78,81,84,Postech,1,0,0.4399999999999999
179,60,87,69,90,80,Postech,1,0,0.4399999999999999
283,68,62,94,64,96,Postech,2,0,0.69
316,85,64,67,100,67,Postech,2,0,0.69
389,83,62,79,84,67,Postech,1,0,0.4399999999999999
82,88,91,79,99,85,Postech,3,0,1.0
140,94,87,88,76,83,Postech,1,0,0.54
151,84,72,78,81,84,Postech,1,0,0.4399999999999999
179,60,87,69,90,80,Postech,1,0,0.4399999999999999
283,68,62,94,64,96,Postech,2,0,0.69
316,85,64,67,100,67,Postech,2,0,0.69
389,83,62,79,84,67,Postech,1,0,0.4399999999999999
82,88,91,79,99,85,Postech,3,0,1.0
140,94,87,88,76,83,Postech,1,0,0.54
151,84,72,78,81,84,Postech,1,0,0.4399999999999999
179,60,87,69,90,80,Postech,1,0,0.4399999999999999
283,68,62,94,64,96,Postech,2,0,0.69
316,85,64,67,100,67,Postech,2,0,0.69
389,83,62,79,84,67,Postech,1,0,0.4399999999999999
82,88,91,79,99,85,Postech,3,0,1.0
140,94,87,88,76,83,Postech,1,0,0.54
151,84,72,78,81,84,Postech,1,0,0.4399999999999999
179,60,87,69,90,80,Postech,1,0,0.4399999999999999
283,68,62,94,64,96,Postech,2,0,0.69
316,85,64,67,100,67,Postech,2,0,0.69
389,83,62,79,84,67,Postech,1,0,0.4399999999999999
82,88,91,79,99,85,Postech,3,0,1.0
140,94,87,88,76,83,Postech,1,0,0.54
151,84,72,78,81,84,Postech,1,0,0.4399999999999999
179,60,87,69,90,80,Postech,1,0,0.4399999999999999
283,68,62,94,64,96,Postech,2,0,0.69
316,85,64,67,100,67,Postech,2,0,0.69
389,83,62,79,84,67,Postech,1,0,0.4399999999999999
82,88,91,79,99,85,Postech,3,0,1.0
140,94,87,88,76,83,Postech,1,0,0.54
151,84,72,78,81,84,Postech,1,0,0.4399999999999999
179,60,87,69,90,80,Postech,1,0,0.4399999999999999
283,68,62,94,64,96,Postech,2,0,0.69
316,85,64,67,100,67,Postech,2,0,0.69
389,83,62,79,84,67,Postech,1,0,0.4399999999999999
82,88,91,79,99,85,Postech,3,0,1.0
140,94,87,88,76,83,Postech,1,0,0.54
151,84,72,78,81,84,Postech,1,0,0.4399999999999999
179,60,87,69,90,80,Postech,1,0,0.4399999999999999
283,68,62,94,64,96,Postech,2,0,0.69
316,85,64,67,100,67,Postech,2,0,0.69
389,83,62,79,84,67,Postech,1,0,0.4399999999999999
151,56,49,65,67,59,Postech,1,0,0.1772716965384687
316,70,49,55,82,41,Postech,2,0,0.34988153977361186
82,67,69,65,80,70,Postech,3,0,0.6041655285240495
179,44,75,44,65,63,Postech,1,0,0.2934745918816174
179,31,58,49,61,68,Postech,1,0,0.06371361752177679
389,73,41,61,61,52,Postech,1,0,0.013932621221777353
389,60,40,58,64,49,Postech,1,0,0.020151685759151883
140,65,74,75,60,69,Postech,1,0,0.43052312755154437
82,65,63,63,73,63,Postech,3,0,0.8323420787475783
316,60,37,42,78,38,Postech,2,0,0.275578270785907
82,77,78,56,78,73,Postech,3,0,0.8498123076705407
316,57,49,54,80,40,Postech,2,0,0.24835960556909642
316,57,35,39,73,38,Postech,2,0,0.26549664047547106
389,67,42,53,73,55,Postech,1,0,0.22212237246796185
151,67,56,56,63,59,Postech,1,0,0.07392160698811973
140,81,63,68,57,70,Postech,1,0,0.20241491385386123
316,68,52,40,75,54,Postech,2,0,0.27710647611118333
179,42,68,52,66,59,Postech,1,0,0.03909740541690104
140,68,73,63,65,56,Postech,1,0,0.07902783941014091
316,56,45,51,89,39,Postech,2,0,0.22960897225800903
140,82,64,59,58,58,Postech,1,0,0.08696900793152629
283,47,36,81,44,71,Postech,2,0,0.5132840387716285
179,35,72,56,76,58,Postech,1,0,0.13399970965169822
151,71,51,54,52,62,Postech,1,0,0.1037859102521595
179,43,65,40,61,61,Postech,1,0,0.15176487025141439
316,75,40,43,84,42,Postech,2,0,0.2458020386024704
316,58,44,39,73,44,Postech,2,0,0.5588515695486118
151,57,43,55,62,57,Postech,1,0,0.07825725738645922
283,48,51,67,42,73,Postech,2,0,0.41787902469897675
82,78,68,69,87,65,Postech,3,0,0.7399462493130118
283,55,43,65,51,85,Postech,2,0,0.5818652930890275
283,43,52,66,43,85,Postech,2,0,0.47418146684739226
140,80,75,69,58,58,Postech,1,0,0.3678880483589021
82,59,76,64,74,74,Postech,3,0,0.7343657096466064
179,34,68,59,79,64,Postech,1,0,0.0
140,83,61,68,54,57,Postech,1,0,0.40254184244671243
389,56,43,61,72,50,Postech,1,0,0.0
140,73,61,63,59,67,Postech,1,0,0.3642511629560338
140,77,60,69,58,54,Postech,1,0,0.2841860047263539
140,80,69,75,54,56,Postech,1,0,0.29187832323882124
389,62,49,63,56,55,Postech,1,0,0.09664564426971362
140,84,72,62,65,69,Postech,1,0,0.26330620665755355
151,62,52,53,57,62,Postech,1,0,0.19014200977227572
140,72,74,65,49,70,Postech,1,0,0.2205840027610863
179,46,71,47,80,60,Postech,1,0,0.0
179,45,67,57,65,64,Postech,1,0,0.2603605467302458
151,70,47,67,57,55,Postech,1,0,0.25032103538591766
389,57,52,69,70,43,Postech,1,0,0.09400047284333951
39,63,77,96,61,82,Kyungpook National University,3,42,0.94
259,91,81,64,79,82,Kyungpook National University,2,42,0.69
277,84,63,87,88,67,Kyungpook National University,4,42,0.2899999999999999
397,73,75,69,77,67,Kyungpook National University,4,42,0.2899999999999999
408,66,91,98,63,78,Kyungpook National University,4,42,0.2899999999999999
426,100,82,63,70,90,Kyungpook National University,1,42,0.54
429,78,89,68,89,81,Kyungpook National University,4,42,0.39
490,99,99,67,98,89,Kyungpook National University,4,42,0.49
39,63,77,96,61,82,Kyungpook National University,3,42,0.94
259,91,81,64,79,82,Kyungpook National University,2,42,0.69
277,84,63,87,88,67,Kyungpook National University,4,42,0.2899999999999999
397,73,75,69,77,67,Kyungpook National University,4,42,0.2899999999999999
408,66,91,98,63,78,Kyungpook National University,4,42,0.2899999999999999
426,100,82,63,70,90,Kyungpook National University,1,42,0.54
429,78,89,68,89,81,Kyungpook National University,4,42,0.39
490,99,99,67,98,89,Kyungpook National University,4,42,0.49
39,63,77,96,61,82,Kyungpook National University,3,42,0.94
259,91,81,64,79,82,Kyungpook National University,2,42,0.69
277,84,63,87,88,67,Kyungpook National University,4,42,0.2899999999999999
397,73,75,69,77,67,Kyungpook National University,4,42,0.2899999999999999
408,66,91,98,63,78,Kyungpook National University,4,42,0.2899999999999999
426,100,82,63,70,90,Kyungpook National University,1,42,0.54
429,78,89,68,89,81,Kyungpook National University,4,42,0.39
490,99,99,67,98,89,Kyungpook National University,4,42,0.49
39,63,77,96,61,82,Kyungpook National University,3,42,0.94
259,91,81,64,79,82,Kyungpook National University,2,42,0.69
277,84,63,87,88,67,Kyungpook National University,4,42,0.2899999999999999
397,73,75,69,77,67,Kyungpook National University,4,42,0.2899999999999999
408,66,91,98,63,78,Kyungpook National University,4,42,0.2899999999999999
426,100,82,63,70,90,Kyungpook National University,1,42,0.54
429,78,89,68,89,81,Kyungpook National University,4,42,0.39
490,99,99,67,98,89,Kyungpook National University,4,42,0.49
39,63,77,96,61,82,Kyungpook National University,3,42,0.94
259,91,81,64,79,82,Kyungpook National University,2,42,0.69
277,84,63,87,88,67,Kyungpook National University,4,42,0.2899999999999999
397,73,75,69,77,67,Kyungpook National University,4,42,0.2899999999999999
408,66,91,98,63,78,Kyungpook National University,4,42,0.2899999999999999
426,100,82,63,70,90,Kyungpook National University,1,42,0.54
429,78,89,68,89,81,Kyungpook National University,4,42,0.39
490,99,99,67,98,89,Kyungpook National University,4,42,0.49
39,63,77,96,61,82,Kyungpook National University,3,42,0.94
259,91,81,64,79,82,Kyungpook National University,2,42,0.69
277,84,63,87,88,67,Kyungpook National University,4,42,0.2899999999999999
397,73,75,69,77,67,Kyungpook National University,4,42,0.2899999999999999
408,66,91,98,63,78,Kyungpook National University,4,42,0.2899999999999999
426,100,82,63,70,90,Kyungpook National University,1,42,0.54
429,78,89,68,89,81,Kyungpook National University,4,42,0.39
490,99,99,67,98,89,Kyungpook National University,4,42,0.49
39,63,77,96,61,82,Kyungpook National University,3,42,0.94
259,91,81,64,79,82,Kyungpook National University,2,42,0.69
277,84,63,87,88,67,Kyungpook National University,4,42,0.2899999999999999
397,73,75,69,77,67,Kyungpook National University,4,42,0.2899999999999999
408,66,91,98,63,78,Kyungpook National University,4,42,0.2899999999999999
426,100,82,63,70,90,Kyungpook National University,1,42,0.54
429,78,89,68,89,81,Kyungpook National University,4,42,0.39
490,99,99,67,98,89,Kyungpook National University,4,42,0.49
39,63,77,96,61,82,Kyungpook National University,3,42,0.94
259,91,81,64,79,82,Kyungpook National University,2,42,0.69
277,84,63,87,88,67,Kyungpook National University,4,42,0.2899999999999999
397,73,75,69,77,67,Kyungpook National University,4,42,0.2899999999999999
408,66,91,98,63,78,Kyungpook National University,4,42,0.2899999999999999
426,100,82,63,70,90,Kyungpook National University,1,42,0.54
429,78,89,68,89,81,Kyungpook National University,4,42,0.39
490,99,99,67,98,89,Kyungpook National University,4,42,0.49
39,63,77,96,61,82,Kyungpook National University,3,42,0.94
259,91,81,64,79,82,Kyungpook National University,2,42,0.69
277,84,63,87,88,67,Kyungpook National University,4,42,0.2899999999999999
397,73,75,69,77,67,Kyungpook National University,4,42,0.2899999999999999
408,66,91,98,63,78,Kyungpook National University,4,42,0.2899999999999999
426,100,82,63,70,90,Kyungpook National University,1,42,0.54
429,78,89,68,89,81,Kyungpook National University,4,42,0.39
490,99,99,67,98,89,Kyungpook National University,4,42,0.49
39,63,77,96,61,82,Kyungpook National University,3,42,0.94
259,91,81,64,79,82,Kyungpook National University,2,42,0.69
277,84,63,87,88,67,Kyungpook National University,4,42,0.2899999999999999
397,73,75,69,77,67,Kyungpook National University,4,42,0.2899999999999999
408,66,91,98,63,78,Kyungpook National University,4,42,0.2899999999999999
426,100,82,63,70,90,Kyungpook National University,1,42,0.54
429,78,89,68,89,81,Kyungpook National University,4,42,0.39
490,99,99,67,98,89,Kyungpook National University,4,42,0.49
277,55,47,71,75,41,Kyungpook National University,4,42,0.0
408,40,73,83,37,49,Kyungpook National University,4,42,0.0
426,89,71,46,55,69,Kyungpook National University,1,42,0.30889479833258204
429,55,66,54,66,70,Kyungpook National University,4,42,0.0
408,39,69,85,47,58,Kyungpook National University,4,42,0.029758053742659385
397,56,49,54,55,40,Kyungpook National University,4,42,0.0
429,67,76,43,67,53,Kyungpook National University,4,42,0.1127134536467641
490,78,88,40,80,79,Kyungpook National University,4,42,0.10249771882968639
277,60,47,65,70,51,Kyungpook National University,4,42,0.0
429,63,78,48,64,54,Kyungpook National University,4,42,0.0
39,53,62,69,45,68,Kyungpook National University,3,42,0.5752666374257379
259,65,53,41,67,70,Kyungpook National University,2,42,0.19700914749628906
39,44,65,71,32,55,Kyungpook National University,3,42,0.770200379980548
39,48,63,79,51,70,Kyungpook National University,3,42,0.6348178222762577
408,44,63,79,49,66,Kyungpook National University,4,42,0.0
426,72,70,39,52,77,Kyungpook National University,1,42,0.3153043088908891
490,77,80,54,70,70,Kyungpook National University,4,42,0.34361373881860974
39,44,66,82,48,67,Kyungpook National University,3,42,0.47437304261370616
408,37,72,72,48,56,Kyungpook National University,4,42,0.14861655629334514
490,75,80,46,74,75,Kyungpook National University,4,42,0.08799306573101073
397,53,50,54,58,57,Kyungpook National University,4,42,0.0
397,47,60,46,67,41,Kyungpook National University,4,42,0.0
277,60,43,71,68,57,Kyungpook National University,4,42,0.06737411479047647
39,41,49,68,39,70,Kyungpook National University,3,42,0.6205863874241555
