serial No,Korean,Math,English,Inquiry 1,Inquiry 2,University,Tutoring Period,University_rank,chance of admit
427,3,7,4,2,5,Kangwon National University,3,10,0.730112800661292
484,8,8,5,2,8,Kangwon National University,3,10,0.5003849704272234
237,2,4,6,9,1,Kangwon National University,2,10,0.4620705365806878
149,5,4,5,6,4,Kangwon National University,1,10,0.2738120223515004
427,2,3,7,5,9,Kangwon National University,3,10,0.8222975966483962
484,6,5,2,8,6,Kangwon National University,3,10,0.5783988011921832
365,3,4,4,5,7,Kangwon National University,4,10,0.0
290,4,2,8,5,6,Kangwon National University,3,10,0.8205469979052634
484,8,7,9,2,6,Kangwon National University,3,10,0.5898327196011613
290,9,1,7,4,2,Kangwon National University,3,10,0.5926618959577308
290,6,6,4,4,6,Kangwon National University,3,10,0.6075342087547767
290,7,5,4,1,5,Kangwon National University,3,10,0.7672197185435884
365,9,9,9,9,2,Kangwon National University,4,10,0.2247474631219206
420,9,4,2,6,7,Kangwon National University,4,10,0.0751473975144724
104,1,6,1,4,6,Kangwon National University,2,10,0.3296106702016675
104,5,6,8,7,7,Kangwon National University,2,10,0.5581537444551452
237,9,8,8,3,2,Kangwon National University,2,10,0.4519311130405851
149,2,3,2,1,9,Kangwon National University,1,10,0.1716493234001005
237,3,7,2,3,5,Kangwon National University,2,10,0.6459792050068724
237,5,1,3,8,7,Kangwon National University,2,10,0.4211209864591247
104,5,7,6,3,3,Kangwon National University,2,10,0.3122790152084067
365,1,6,9,5,2,Kangwon National University,4,10,0.0666088372350177
57,2,9,6,8,7,Kangwon National University,3,10,0.6908392606062905
237,6,3,8,3,8,Kangwon National University,2,10,0.3589788020081091
57,8,7,3,1,4,Kangwon National University,3,10,0.5050908133365437
57,8,3,8,6,6,Kangwon National University,3,10,0.682201274012221
237,8,9,5,8,3,Kangwon National University,2,10,0.507517947128072
149,4,4,4,9,8,Kangwon National University,1,10,0.0958692816439042
420,6,2,5,5,2,Kangwon National University,4,10,0.0
365,3,9,8,4,1,Kangwon National University,4,10,0.0623311313142416
34,3,1,6,4,5,UNIST,4,0,0.2899999999999999
75,6,4,5,3,4,UNIST,4,0,0.39
80,2,3,7,2,9,UNIST,3,0,0.94
125,5,8,8,7,2,UNIST,4,0,0.49
163,1,6,7,3,7,UNIST,2,0,0.69
258,7,4,3,6,7,UNIST,1,0,0.54
448,8,7,7,1,9,UNIST,4,0,0.39
475,5,8,1,7,7,UNIST,4,0,0.2899999999999999
476,6,6,2,3,7,UNIST,4,0,0.39
34,2,6,9,1,1,UNIST,4,0,0.2899999999999999
75,8,1,4,3,6,UNIST,4,0,0.39
80,8,1,5,2,4,UNIST,3,0,0.94
125,1,9,2,8,7,UNIST,4,0,0.49
163,6,1,4,9,7,UNIST,2,0,0.69
258,7,9,7,2,1,UNIST,1,0,0.54
448,4,4,2,7,4,UNIST,4,0,0.39
475,3,8,3,9,4,UNIST,4,0,0.2899999999999999
476,5,4,2,8,3,UNIST,4,0,0.39
34,9,2,8,1,7,UNIST,4,0,0.2899999999999999
75,1,4,8,6,7,UNIST,4,0,0.39
80,2,1,4,4,4,UNIST,3,0,0.94
125,2,6,9,8,5,UNIST,4,0,0.49
163,4,3,2,4,5,UNIST,2,0,0.69
258,3,6,9,4,4,UNIST,1,0,0.54
448,2,5,6,4,5,UNIST,4,0,0.39
475,8,8,6,7,4,UNIST,4,0,0.2899999999999999
476,8,9,8,3,8,UNIST,4,0,0.39
34,9,8,7,4,1,UNIST,4,0,0.2899999999999999
75,9,4,8,6,1,UNIST,4,0,0.39
80,3,5,1,3,4,UNIST,3,0,0.94
125,4,9,6,5,2,UNIST,4,0,0.49
163,7,2,5,9,4,UNIST,2,0,0.69
258,8,8,6,7,6,UNIST,1,0,0.54
448,9,9,5,7,5,UNIST,4,0,0.39
475,8,5,8,3,2,UNIST,4,0,0.2899999999999999
476,1,4,9,7,1,UNIST,4,0,0.39
34,6,9,8,6,9,UNIST,4,0,0.2899999999999999
75,3,6,1,9,9,UNIST,4,0,0.39
80,3,8,6,3,9,UNIST,3,0,0.94
125,3,1,4,2,1,UNIST,4,0,0.49
163,3,4,4,9,1,UNIST,2,0,0.69
258,1,5,9,2,9,UNIST,1,0,0.54
448,8,9,6,2,4,UNIST,4,0,0.39
475,2,1,8,6,5,UNIST,4,0,0.2899999999999999
476,1,5,8,9,2,UNIST,4,0,0.39
34,4,9,3,2,9,UNIST,4,0,0.2899999999999999
75,9,3,3,9,1,UNIST,4,0,0.39
80,2,1,3,1,2,UNIST,3,0,0.94
125,1,6,1,1,5,UNIST,4,0,0.49
163,7,9,2,2,4,UNIST,2,0,0.69
258,3,3,2,8,3,UNIST,1,0,0.54
448,5,6,5,3,7,UNIST,4,0,0.39
475,9,5,9,4,8,UNIST,4,0,0.2899999999999999
476,5,4,6,6,1,UNIST,4,0,0.39
34,4,2,3,5,4,UNIST,4,0,0.2899999999999999
75,5,3,8,8,3,UNIST,4,0,0.39
80,8,3,9,6,3,UNIST,3,0,0.94
125,3,2,8,3,4,UNIST,4,0,0.49
163,2,5,2,7,4,UNIST,2,0,0.69
258,8,2,7,6,5,UNIST,1,0,0.54
448,2,2,4,2,2,UNIST,4,0,0.39
475,5,9,2,5,7,UNIST,4,0,0.2899999999999999
476,3,6,6,2,1,UNIST,4,0,0.39
34,2,6,3,3,7,UNIST,4,0,0.2899999999999999
75,4,5,1,3,1,UNIST,4,0,0.39
80,8,8,7,6,3,UNIST,3,0,0.94
125,1,5,8,1,3,UNIST,4,0,0.49
163,4,6,8,9,4,UNIST,2,0,0.69
258,8,5,8,9,9,UNIST,1,0,0.54
448,6,3,4,9,2,UNIST,4,0,0.39
475,4,8,7,9,8,UNIST,4,0,0.2899999999999999
476,8,4,2,7,4,UNIST,4,0,0.39
34,5,1,3,5,4,UNIST,4,0,0.2899999999999999
75,6,1,3,8,8,UNIST,4,0,0.39
80,3,9,6,3,3,UNIST,3,0,0.94
125,2,3,5,2,1,UNIST,4,0,0.49
163,8,7,8,6,3,UNIST,2,0,0.69
258,2,8,7,4,4,UNIST,1,0,0.54
448,8,9,5,4,6,UNIST,4,0,0.39
475,6,6,9,7,7,UNIST,4,0,0.2899999999999999
476,9,8,7,1,2,UNIST,4,0,0.39
34,2,1,1,3,7,UNIST,4,0,0.2899999999999999
75,7,9,7,2,9,UNIST,4,0,0.39
80,3,5,9,5,9,UNIST,3,0,0.94
125,3,9,3,2,8,UNIST,4,0,0.49
163,8,6,5,8,7,UNIST,2,0,0.69
258,1,5,9,4,3,UNIST,1,0,0.54
448,7,6,7,2,1,UNIST,4,0,0.39
475,9,9,7,4,3,UNIST,4,0,0.2899999999999999
476,9,8,8,7,6,UNIST,4,0,0.39
163,3,7,3,8,4,UNIST,2,0,0.2785945775360986
475,9,7,4,7,9,UNIST,4,0,0.0
80,9,3,2,8,4,UNIST,3,0,0.4633983854703074
163,9,1,4,5,5,UNIST,2,0,0.418176274305843
75,4,7,5,7,2,UNIST,4,0,0.2550205185771166
125,1,2,5,5,5,UNIST,4,0,0.3221847808330452
75,8,7,8,5,4,UNIST,4,0,0.0871139918879416
125,5,2,9,9,8,UNIST,4,0,0.2701133700883518
476,3,7,3,5,4,UNIST,4,0,0.2465663605362821
448,1,9,3,5,3,UNIST,4,0,0.0313377926673279
80,5,9,4,6,6,UNIST,3,0,0.5046554959182965
475,7,4,8,8,6,UNIST,4,0,0.0345359520525994
75,4,7,1,3,1,UNIST,4,0,0.089091113607545
448,6,4,8,7,8,UNIST,4,0,0.2787547342631225
448,6,1,8,8,1,UNIST,4,0,0.0
448,1,9,7,1,5,UNIST,4,0,0.0
258,2,8,6,5,3,UNIST,1,0,0.2634530253883741
475,2,2,6,3,3,UNIST,4,0,0.0
80,5,2,2,6,4,UNIST,3,0,0.7071950307344481
34,4,6,9,9,2,UNIST,4,0,0.1232767797439813
448,4,6,8,6,8,UNIST,4,0,0.0
125,3,2,3,4,4,UNIST,4,0,0.3012440734456014
75,6,9,3,2,8,UNIST,4,0,0.0
125,7,8,4,4,8,UNIST,4,0,0.1211298301454839
163,7,8,8,3,8,UNIST,2,0,0.5394425047135096
80,2,4,3,7,7,UNIST,3,0,0.7761615159680781
163,8,3,8,4,5,UNIST,2,0,0.5049071136096988
258,8,6,8,7,4,UNIST,1,0,0.4378629142406153
80,2,9,7,3,7,UNIST,3,0,0.5532230888809332
75,3,3,5,9,9,UNIST,4,0,0.2714429468423923
475,8,9,9,6,8,UNIST,4,0,0.0260288244253992
258,4,5,1,8,9,UNIST,1,0,0.298927370467268
125,1,7,7,2,1,UNIST,4,0,0.3290445476008182
75,1,5,8,5,5,UNIST,4,0,0.0305222267929078
125,4,6,8,4,8,UNIST,4,0,0.2925500063033004
125,3,5,2,4,6,UNIST,4,0,0.330880253326299
163,4,8,5,4,1,UNIST,2,0,0.4467555501647375
75,2,2,2,9,3,UNIST,4,0,0.0168535293874824
448,3,4,8,8,4,UNIST,4,0,0.0
163,1,9,4,8,6,UNIST,2,0,0.4395376019617945
475,8,6,1,9,5,UNIST,4,0,0.0
163,6,7,1,7,1,UNIST,2,0,0.3438830821282659
80,6,9,5,3,4,UNIST,3,0,0.716579912115372
34,1,4,1,9,7,UNIST,4,0,0.1087017322971224
34,2,9,7,3,9,UNIST,4,0,0.0780270975138408
163,9,4,4,3,7,UNIST,2,0,0.502170058383841
258,4,8,5,2,3,UNIST,1,0,0.0872631812486509
448,4,2,3,7,7,UNIST,4,0,0.192589900938199
8,3,9,4,7,1,Seongkyunkwan University,1,0,0.4399999999999999
40,3,1,9,3,5,Seongkyunkwan University,1,0,0.4399999999999999
85,6,5,3,7,8,Seongkyunkwan University,4,0,0.2899999999999999
88,6,6,2,6,1,Seongkyunkwan University,2,0,0.79
249,3,7,9,9,2,Seongkyunkwan University,3,0,0.94
302,7,4,7,2,1,Seongkyunkwan University,2,0,0.5900000000000001
328,2,4,5,8,4,Seongkyunkwan University,3,0,1.0
443,6,6,2,1,8,Seongkyunkwan University,1,0,0.54
458,9,6,6,4,3,Seongkyunkwan University,3,0,1.0
8,5,2,4,3,5,Seongkyunkwan University,1,0,0.4399999999999999
40,4,8,4,6,2,Seongkyunkwan University,1,0,0.4399999999999999
85,2,6,9,9,4,Seongkyunkwan University,4,0,0.2899999999999999
88,1,8,3,7,9,Seongkyunkwan University,2,0,0.79
249,2,7,2,1,8,Seongkyunkwan University,3,0,0.94
302,6,1,9,9,3,Seongkyunkwan University,2,0,0.5900000000000001
328,6,5,3,6,2,Seongkyunkwan University,3,0,1.0
443,3,5,7,6,4,Seongkyunkwan University,1,0,0.54
458,2,4,8,3,5,Seongkyunkwan University,3,0,1.0
8,4,5,2,4,6,Seongkyunkwan University,1,0,0.4399999999999999
40,8,6,4,7,8,Seongkyunkwan University,1,0,0.4399999999999999
85,9,6,7,7,8,Seongkyunkwan University,4,0,0.2899999999999999
88,6,5,1,5,1,Seongkyunkwan University,2,0,0.79
249,2,6,9,4,7,Seongkyunkwan University,3,0,0.94
302,6,9,5,1,2,Seongkyunkwan University,2,0,0.5900000000000001
328,1,4,8,2,4,Seongkyunkwan University,3,0,1.0
443,8,2,3,4,4,Seongkyunkwan University,1,0,0.54
458,8,8,9,6,1,Seongkyunkwan University,3,0,1.0
8,5,8,1,2,1,Seongkyunkwan University,1,0,0.4399999999999999
40,1,9,2,2,7,Seongkyunkwan University,1,0,0.4399999999999999
85,8,6,8,3,5,Seongkyunkwan University,4,0,0.2899999999999999
88,1,5,8,6,2,Seongkyunkwan University,2,0,0.79
249,3,7,6,6,9,Seongkyunkwan University,3,0,0.94
302,1,4,2,8,2,Seongkyunkwan University,2,0,0.5900000000000001
328,3,9,7,2,5,Seongkyunkwan University,3,0,1.0
443,3,9,1,3,6,Seongkyunkwan University,1,0,0.54
458,4,9,8,5,7,Seongkyunkwan University,3,0,1.0
8,5,2,8,6,1,Seongkyunkwan University,1,0,0.4399999999999999
40,9,4,4,2,3,Seongkyunkwan University,1,0,0.4399999999999999
85,4,1,6,3,2,Seongkyunkwan University,4,0,0.2899999999999999
88,9,7,1,9,4,Seongkyunkwan University,2,0,0.79
249,2,3,7,6,2,Seongkyunkwan University,3,0,0.94
302,3,6,4,1,7,Seongkyunkwan University,2,0,0.5900000000000001
328,8,2,6,5,1,Seongkyunkwan University,3,0,1.0
443,5,6,4,6,3,Seongkyunkwan University,1,0,0.54
458,3,1,8,4,7,Seongkyunkwan University,3,0,1.0
8,3,9,4,5,6,Seongkyunkwan University,1,0,0.4399999999999999
40,3,8,7,3,8,Seongkyunkwan University,1,0,0.4399999999999999
85,1,5,9,6,3,Seongkyunkwan University,4,0,0.2899999999999999
88,3,2,8,2,8,Seongkyunkwan University,2,0,0.79
249,3,3,8,7,6,Seongkyunkwan University,3,0,0.94
302,5,9,8,2,5,Seongkyunkwan University,2,0,0.5900000000000001
328,3,4,9,8,8,Seongkyunkwan University,3,0,1.0
443,1,9,2,4,5,Seongkyunkwan University,1,0,0.54
458,5,7,7,5,4,Seongkyunkwan University,3,0,1.0
8,2,5,9,5,9,Seongkyunkwan University,1,0,0.4399999999999999
40,7,2,2,1,7,Seongkyunkwan University,1,0,0.4399999999999999
85,6,3,3,8,7,Seongkyunkwan University,4,0,0.2899999999999999
88,1,3,5,9,5,Seongkyunkwan University,2,0,0.79
249,3,1,8,5,5,Seongkyunkwan University,3,0,0.94
302,8,1,4,3,5,Seongkyunkwan University,2,0,0.5900000000000001
328,1,4,6,7,6,Seongkyunkwan University,3,0,1.0
443,5,1,6,1,9,Seongkyunkwan University,1,0,0.54
458,7,5,4,5,6,Seongkyunkwan University,3,0,1.0
8,4,3,2,9,4,Seongkyunkwan University,1,0,0.4399999999999999
40,1,1,8,9,8,Seongkyunkwan University,1,0,0.4399999999999999
85,4,1,4,3,1,Seongkyunkwan University,4,0,0.2899999999999999
88,8,5,9,6,8,Seongkyunkwan University,2,0,0.79
249,5,5,8,5,5,Seongkyunkwan University,3,0,0.94
302,9,3,4,3,7,Seongkyunkwan University,2,0,0.5900000000000001
328,4,2,6,5,9,Seongkyunkwan University,3,0,1.0
443,4,8,8,1,5,Seongkyunkwan University,1,0,0.54
458,3,5,5,8,4,Seongkyunkwan University,3,0,1.0
8,8,6,5,2,7,Seongkyunkwan University,1,0,0.4399999999999999
40,5,5,8,1,9,Seongkyunkwan University,1,0,0.4399999999999999
85,6,1,8,5,9,Seongkyunkwan University,4,0,0.2899999999999999
88,8,9,5,6,3,Seongkyunkwan University,2,0,0.79
249,2,2,1,3,1,Seongkyunkwan University,3,0,0.94
302,6,4,9,2,5,Seongkyunkwan University,2,0,0.5900000000000001
328,1,9,8,4,7,Seongkyunkwan University,3,0,1.0
443,6,2,3,3,8,Seongkyunkwan University,1,0,0.54
458,9,1,5,8,6,Seongkyunkwan University,3,0,1.0
8,7,5,9,6,6,Seongkyunkwan University,1,0,0.4399999999999999
40,1,9,7,5,4,Seongkyunkwan University,1,0,0.4399999999999999
85,8,6,2,4,3,Seongkyunkwan University,4,0,0.2899999999999999
88,9,2,2,1,3,Seongkyunkwan University,2,0,0.79
249,8,4,3,8,5,Seongkyunkwan University,3,0,0.94
302,3,9,8,3,4,Seongkyunkwan University,2,0,0.5900000000000001
328,2,9,8,4,2,Seongkyunkwan University,3,0,1.0
443,9,3,7,8,6,Seongkyunkwan University,1,0,0.54
458,5,9,4,1,2,Seongkyunkwan University,3,0,1.0
328,1,2,8,1,7,Seongkyunkwan University,3,0,0.8947694498949819
249,1,9,1,3,5,Seongkyunkwan University,3,0,0.5339969231476955
85,5,2,4,3,6,Seongkyunkwan University,4,0,0.0
458,6,1,4,8,7,Seongkyunkwan University,3,0,0.5500984831446691
40,7,7,1,1,7,Seongkyunkwan University,1,0,0.2338774346546136
8,7,6,1,3,3,Seongkyunkwan University,1,0,0.0
85,1,2,2,2,6,Seongkyunkwan University,4,0,0.0
85,9,6,3,3,3,Seongkyunkwan University,4,0,0.1651897812180395
8,8,5,9,8,3,Seongkyunkwan University,1,0,0.0657193735303154
328,3,2,1,1,6,Seongkyunkwan University,3,0,0.7103211357362081
302,6,5,2,3,2,Seongkyunkwan University,2,0,0.3935699005907691
458,8,5,1,6,2,Seongkyunkwan University,3,0,0.5858899234477154
302,8,2,2,5,5,Seongkyunkwan University,2,0,0.1127658598953856
85,2,2,1,5,3,Seongkyunkwan University,4,0,0.0
458,8,6,8,4,1,Seongkyunkwan University,3,0,0.7035800735793984
458,4,3,5,7,5,Seongkyunkwan University,3,0,0.7572588757839039
85,7,9,6,4,1,Seongkyunkwan University,4,0,0.0
40,6,1,6,9,9,Seongkyunkwan University,1,0,0.0567543578271406
88,6,5,9,4,6,Seongkyunkwan University,2,0,0.3973933216924523
88,9,8,2,9,9,Seongkyunkwan University,2,0,0.634824851729253
8,2,9,8,1,8,Seongkyunkwan University,1,0,0.0
458,9,2,4,6,4,Seongkyunkwan University,3,0,0.8080353486551416
249,3,5,3,3,6,Seongkyunkwan University,3,0,0.7520632800149296
88,5,8,1,7,1,Seongkyunkwan University,2,0,0.3173998226413513
88,8,2,6,6,8,Seongkyunkwan University,2,0,0.3566282814075201
458,5,6,7,3,5,Seongkyunkwan University,3,0,0.8241020608701464
328,8,3,2,9,3,Seongkyunkwan University,3,0,0.7634968918939975
40,5,7,2,8,7,Seongkyunkwan University,1,0,0.1279926752821327
40,8,5,3,5,3,Seongkyunkwan University,1,0,0.0640560586408627
458,3,6,7,5,9,Seongkyunkwan University,3,0,0.5066432512192695
328,5,4,6,3,4,Seongkyunkwan University,3,0,0.8823140655567089
443,2,1,1,9,1,Seongkyunkwan University,1,0,0.1563686034577665
458,3,7,6,8,7,Seongkyunkwan University,3,0,0.7444417819062112
40,6,1,2,6,7,Seongkyunkwan University,1,0,0.1851827448164503
302,6,6,9,4,1,Seongkyunkwan University,2,0,0.2046358010387684
249,5,7,9,3,8,Seongkyunkwan University,3,0,0.733156253672389
40,2,3,7,8,7,Seongkyunkwan University,1,0,0.0
302,2,3,1,4,6,Seongkyunkwan University,2,0,0.463023623231264
8,3,2,5,8,4,Seongkyunkwan University,1,0,0.1261836487167912
6,8,8,6,6,9,Chungnam National University,1,19,0.4399999999999999
16,8,9,3,8,1,Chungnam National University,4,19,0.39
17,5,1,3,5,4,Chungnam National University,1,19,0.4399999999999999
87,1,8,4,1,6,Chungnam National University,4,19,0.39
91,8,2,2,5,2,Chungnam National University,2,19,0.69
189,3,7,5,1,1,Chungnam National University,2,19,0.79
263,3,7,6,2,5,Chungnam National University,4,19,0.2899999999999999
317,5,6,4,4,4,Chungnam National University,2,19,0.69
321,2,5,6,8,3,Chungnam National University,4,19,0.39
6,3,1,3,1,9,Chungnam National University,1,19,0.4399999999999999
16,8,1,3,9,5,Chungnam National University,4,19,0.39
17,5,1,1,4,6,Chungnam National University,1,19,0.4399999999999999
87,1,4,9,3,3,Chungnam National University,4,19,0.39
91,7,8,3,3,3,Chungnam National University,2,19,0.69
189,9,1,2,9,2,Chungnam National University,2,19,0.79
263,9,6,1,2,3,Chungnam National University,4,19,0.2899999999999999
317,1,2,3,9,5,Chungnam National University,2,19,0.69
321,6,8,5,6,7,Chungnam National University,4,19,0.39
6,9,3,7,7,3,Chungnam National University,1,19,0.4399999999999999
16,6,9,5,6,7,Chungnam National University,4,19,0.39
17,3,5,1,5,4,Chungnam National University,1,19,0.4399999999999999
87,6,5,5,3,4,Chungnam National University,4,19,0.39
91,5,7,5,7,5,Chungnam National University,2,19,0.69
189,7,3,6,9,3,Chungnam National University,2,19,0.79
263,8,3,2,8,5,Chungnam National University,4,19,0.2899999999999999
317,6,6,1,8,6,Chungnam National University,2,19,0.69
321,9,4,3,3,7,Chungnam National University,4,19,0.39
6,2,5,5,8,1,Chungnam National University,1,19,0.4399999999999999
16,9,2,2,6,6,Chungnam National University,4,19,0.39
17,3,5,6,8,3,Chungnam National University,1,19,0.4399999999999999
87,2,1,7,9,1,Chungnam National University,4,19,0.39
91,2,7,8,9,4,Chungnam National University,2,19,0.69
189,9,5,1,5,6,Chungnam National University,2,19,0.79
263,7,5,1,8,5,Chungnam National University,4,19,0.2899999999999999
317,8,8,2,7,5,Chungnam National University,2,19,0.69
321,5,7,8,8,5,Chungnam National University,4,19,0.39
6,4,7,5,5,5,Chungnam National University,1,19,0.4399999999999999
16,2,9,4,8,9,Chungnam National University,4,19,0.39
17,1,7,7,8,4,Chungnam National University,1,19,0.4399999999999999
87,8,6,1,6,7,Chungnam National University,4,19,0.39
91,1,1,3,5,1,Chungnam National University,2,19,0.69
189,2,2,5,7,6,Chungnam National University,2,19,0.79
263,1,2,3,7,2,Chungnam National University,4,19,0.2899999999999999
317,1,2,7,2,4,Chungnam National University,2,19,0.69
321,2,3,4,7,7,Chungnam National University,4,19,0.39
6,8,6,1,3,1,Chungnam National University,1,19,0.4399999999999999
16,3,9,7,7,7,Chungnam National University,4,19,0.39
17,5,3,5,2,3,Chungnam National University,1,19,0.4399999999999999
87,7,4,3,9,3,Chungnam National University,4,19,0.39
91,5,4,4,7,2,Chungnam National University,2,19,0.69
189,8,9,8,2,5,Chungnam National University,2,19,0.79
263,1,6,6,4,7,Chungnam National University,4,19,0.2899999999999999
317,9,6,9,3,8,Chungnam National University,2,19,0.69
321,6,9,9,5,3,Chungnam National University,4,19,0.39
6,4,9,1,2,8,Chungnam National University,1,19,0.4399999999999999
16,1,3,4,6,1,Chungnam National University,4,19,0.39
17,2,8,9,5,9,Chungnam National University,1,19,0.4399999999999999
87,9,4,3,2,7,Chungnam National University,4,19,0.39
91,2,9,3,8,8,Chungnam National University,2,19,0.69
189,6,9,7,7,2,Chungnam National University,2,19,0.79
263,2,3,8,4,1,Chungnam National University,4,19,0.2899999999999999
317,6,9,3,1,5,Chungnam National University,2,19,0.69
321,5,5,4,2,8,Chungnam National University,4,19,0.39
6,2,2,3,3,8,Chungnam National University,1,19,0.4399999999999999
16,1,8,4,3,8,Chungnam National University,4,19,0.39
17,9,9,4,4,6,Chungnam National University,1,19,0.4399999999999999
87,6,8,5,3,6,Chungnam National University,4,19,0.39
91,5,8,7,4,1,Chungnam National University,2,19,0.69
189,2,1,2,9,2,Chungnam National University,2,19,0.79
263,8,7,5,4,5,Chungnam National University,4,19,0.2899999999999999
317,8,4,8,1,4,Chungnam National University,2,19,0.69
321,6,8,2,4,5,Chungnam National University,4,19,0.39
6,2,8,3,6,4,Chungnam National University,1,19,0.4399999999999999
16,5,3,2,1,1,Chungnam National University,4,19,0.39
17,5,1,8,1,8,Chungnam National University,1,19,0.4399999999999999
87,4,2,5,3,2,Chungnam National University,4,19,0.39
91,9,9,6,5,7,Chungnam National University,2,19,0.69
189,8,4,3,6,9,Chungnam National University,2,19,0.79
263,6,3,4,5,7,Chungnam National University,4,19,0.2899999999999999
317,1,6,7,9,8,Chungnam National University,2,19,0.69
321,2,6,9,3,7,Chungnam National University,4,19,0.39
6,4,2,4,4,8,Chungnam National University,1,19,0.4399999999999999
16,5,6,4,6,9,Chungnam National University,4,19,0.39
17,2,5,5,3,8,Chungnam National University,1,19,0.4399999999999999
87,4,5,8,5,5,Chungnam National University,4,19,0.39
91,8,1,8,6,8,Chungnam National University,2,19,0.69
189,2,2,2,9,9,Chungnam National University,2,19,0.79
263,1,9,3,6,2,Chungnam National University,4,19,0.2899999999999999
317,3,1,7,4,4,Chungnam National University,2,19,0.69
321,4,4,7,3,5,Chungnam National University,4,19,0.39
87,7,7,6,5,9,Chungnam National University,4,19,0.0397615777757902
317,8,2,4,2,7,Chungnam National University,2,19,0.5260889626012504
91,2,7,4,9,9,Chungnam National University,2,19,0.3585692107933255
321,2,6,2,5,6,Chungnam National University,4,19,0.2036630027874633
91,2,3,1,1,8,Chungnam National University,2,19,0.2875108179649263
317,6,8,4,1,2,Chungnam National University,2,19,0.5436823141230449
91,7,7,6,8,4,Chungnam National University,2,19,0.3455958153832853
317,6,7,7,6,8,Chungnam National University,2,19,0.4013655337397914
189,9,3,6,8,9,Chungnam National University,2,19,0.3266005161765571
17,9,8,8,7,6,Chungnam National University,1,19,0.338000632859524
189,9,5,7,8,8,Chungnam National University,2,19,0.5396280992195723
6,2,2,5,3,6,Chungnam National University,1,19,0.2302810950865285
317,9,9,2,1,6,Chungnam National University,2,19,0.4631596080040256
16,6,2,9,7,9,Chungnam National University,4,19,0.2639323760169986
16,5,9,5,1,1,Chungnam National University,4,19,0.0402725973729264
6,4,7,1,4,4,Chungnam National University,1,19,0.3249365457225459
91,7,6,2,1,4,Chungnam National University,2,19,0.4639567167839952
317,2,2,3,6,3,Chungnam National University,2,19,0.2788692075430027
91,5,4,9,2,7,Chungnam National University,2,19,0.3096370353221466
189,3,7,1,8,3,Chungnam National University,2,19,0.66874507405484
189,8,4,3,6,3,Chungnam National University,2,19,0.5154187914770781
16,9,7,9,8,1,Chungnam National University,4,19,0.0
321,3,4,7,9,5,Chungnam National University,4,19,0.1967397521360115
91,7,3,5,2,4,Chungnam National University,2,19,0.5032599797347713
16,5,9,9,7,6,Chungnam National University,4,19,0.2607897248936779
87,4,7,5,4,3,Chungnam National University,4,19,0.2292177191327567
263,2,6,6,7,1,Chungnam National University,4,19,0.0537097245647245
91,6,9,2,1,2,Chungnam National University,2,19,0.552848525618519
91,3,4,3,9,4,Chungnam National University,2,19,0.3611175228716841
17,6,6,1,9,2,Chungnam National University,1,19,0.2364044523500446
16,6,7,8,1,1,Chungnam National University,4,19,0.043379068211425
263,3,3,4,2,7,Chungnam National University,4,19,0.0
6,4,5,2,3,6,Chungnam National University,1,19,0.110796032175202
17,9,1,5,5,1,Chungnam National University,1,19,0.0779107730575067
263,6,7,1,9,9,Chungnam National University,4,19,0.0
263,4,1,3,9,3,Chungnam National University,4,19,0.0
321,6,4,6,1,7,Chungnam National University,4,19,0.1491290816274798
66,8,3,7,9,3,Pohang University of Science and Technology,1,15,0.4399999999999999
118,1,4,3,1,3,Pohang University of Science and Technology,3,15,1.0
123,2,8,4,5,4,Pohang University of Science and Technology,1,15,0.54
227,6,6,9,6,1,Pohang University of Science and Technology,2,15,0.69
282,7,4,1,2,9,Pohang University of Science and Technology,2,15,0.69
376,3,7,1,6,9,Pohang University of Science and Technology,1,15,0.3399999999999999
405,6,8,1,9,9,Pohang University of Science and Technology,4,15,0.2899999999999999
469,7,4,4,1,9,Pohang University of Science and Technology,3,15,1.0
479,7,4,7,2,2,Pohang University of Science and Technology,1,15,0.6399999999999999
66,5,2,2,3,1,Pohang University of Science and Technology,1,15,0.4399999999999999
118,3,7,1,9,5,Pohang University of Science and Technology,3,15,1.0
123,2,5,8,1,8,Pohang University of Science and Technology,1,15,0.54
227,2,4,1,2,6,Pohang University of Science and Technology,2,15,0.69
282,1,9,6,1,8,Pohang University of Science and Technology,2,15,0.69
376,7,6,3,1,9,Pohang University of Science and Technology,1,15,0.3399999999999999
405,5,3,3,6,2,Pohang University of Science and Technology,4,15,0.2899999999999999
469,2,4,3,3,6,Pohang University of Science and Technology,3,15,1.0
479,2,7,3,9,9,Pohang University of Science and Technology,1,15,0.6399999999999999
66,7,5,8,4,4,Pohang University of Science and Technology,1,15,0.4399999999999999
118,7,6,2,3,4,Pohang University of Science and Technology,3,15,1.0
123,6,4,9,1,5,Pohang University of Science and Technology,1,15,0.54
227,7,1,9,4,3,Pohang University of Science and Technology,2,15,0.69
282,1,2,7,2,1,Pohang University of Science and Technology,2,15,0.69
376,9,5,6,1,1,Pohang University of Science and Technology,1,15,0.3399999999999999
405,8,2,4,8,1,Pohang University of Science and Technology,4,15,0.2899999999999999
469,6,6,3,3,2,Pohang University of Science and Technology,3,15,1.0
479,4,4,9,3,8,Pohang University of Science and Technology,1,15,0.6399999999999999
66,3,2,6,5,5,Pohang University of Science and Technology,1,15,0.4399999999999999
